order_id,order_date,ship_date,ship_mode,customer_id,segment,state,region,category,sub_category,sales,quantity,discount,profit
CA-2596,2020-01-08,2020-01-13,Standard Class,CUS-417,Home Office,Florida,East,Office Supplies,Pens,67.64,1,0.0,14.88
CA-2597,2021-12-06,2021-12-12,Standard Class,CUS-959,Home Office,California,West,Office Supplies,Pens,234.2,6,0.0,51.52
CA-2598,2020-02-13,2020-02-16,First Class,CUS-588,Consumer,Florida,Central,Furniture,Bookcases,3054.96,6,0.0,244.4
CA-2599,2020-12-06,2020-12-13,Standard Class,CUS-884,Consumer,Washington,Central,Furniture,Tables,2391.19,6,0.2,-705.4
CA-2600,2022-03-08,2022-03-11,Second Class,CUS-528,Consumer,California,Central,Technology,Accessories,571.2,2,0.2,-111.38
CA-2601,2021-04-28,2021-05-04,Standard Class,CUS-542,Corporate,Michigan,South,Technology,Laptops,2219.87,6,0.1,29.6
CA-2602,2022-09-09,2022-09-10,Same Day,CUS-827,Consumer,California,South,Furniture,Furnishings,698.59,2,0.1,-60.54
CA-2603,2020-07-28,2020-08-02,Second Class,CUS-682,Corporate,New York,Central,Technology,Phones,3754.0,9,0.0,675.72
CA-2604,2020-09-12,2020-09-18,Standard Class,CUS-226,Consumer,Washington,East,Technology,Phones,2386.72,4,0.0,429.61
CA-2605,2023-06-19,2023-06-24,Standard Class,CUS-313,Home Office,Florida,West,Office Supplies,Binders,188.4,6,0.1,10.05
CA-2606,2023-10-20,2023-10-26,Standard Class,CUS-474,Corporate,Florida,Central,Office Supplies,Pens,182.88,6,0.2,-28.35
CA-2607,2022-05-01,2022-05-06,Standard Class,CUS-819,Corporate,California,South,Furniture,Bookcases,4969.12,8,0.0,397.53
CA-2608,2023-06-25,2023-06-28,First Class,CUS-197,Home Office,Illinois,South,Technology,Phones,3539.61,7,0.1,47.19
CA-2609,2020-06-11,2020-06-16,Standard Class,CUS-130,Consumer,New York,Central,Office Supplies,Storage,744.63,8,0.0,163.82
CA-2610,2020-06-25,2020-06-30,Standard Class,CUS-899,Corporate,Ohio,West,Technology,Accessories,2743.94,9,0.2,-535.07
CA-2611,2020-12-13,2020-12-19,Standard Class,CUS-244,Consumer,Washington,South,Technology,Accessories,4763.4,7,0.0,857.41
CA-2612,2021-08-14,2021-08-20,Standard Class,CUS-770,Corporate,Ohio,South,Furniture,Tables,1231.42,6,0.4,-1132.91
CA-2613,2022-12-02,2022-12-09,Standard Class,CUS-591,Consumer,Michigan,South,Technology,Copiers,4870.42,8,0.0,876.68
CA-2614,2022-07-17,2022-07-21,Second Class,CUS-182,Consumer,Washington,East,Furniture,Furnishings,1710.57,4,0.0,136.85
CA-2615,2023-04-18,2023-04-21,Second Class,CUS-394,Consumer,New York,East,Furniture,Tables,431.2,2,0.0,34.5
CA-2616,2020-08-15,2020-08-20,Second Class,CUS-997,Corporate,Illinois,East,Furniture,Bookcases,2309.93,7,0.0,184.79
CA-2617,2020-03-11,2020-03-15,First Class,CUS-405,Home Office,Michigan,East,Office Supplies,Pens,262.85,5,0.0,57.83
CA-2618,2022-08-10,2022-08-16,Standard Class,CUS-631,Corporate,California,Central,Office Supplies,Paper,268.66,6,0.2,-41.64
CA-2619,2020-10-28,2020-10-28,Same Day,CUS-723,Home Office,Texas,Central,Furniture,Tables,2380.32,8,0.1,-206.29
CA-2620,2022-03-07,2022-03-13,Standard Class,CUS-764,Home Office,Florida,East,Technology,Accessories,441.68,2,0.4,-362.18
CA-2621,2022-03-17,2022-03-24,Standard Class,CUS-721,Corporate,New York,South,Furniture,Tables,1072.95,5,0.2,-316.52
CA-2622,2023-02-20,2023-02-27,Standard Class,CUS-472,Corporate,California,East,Office Supplies,Paper,474.58,5,0.0,104.41
CA-2623,2020-11-21,2020-11-27,Standard Class,CUS-928,Home Office,Illinois,South,Office Supplies,Pens,91.34,1,0.0,20.09
CA-2624,2020-10-04,2020-10-09,Standard Class,CUS-694,Home Office,California,West,Furniture,Chairs,1752.31,9,0.1,-151.87
CA-2625,2023-09-04,2023-09-11,Standard Class,CUS-895,Home Office,Ohio,East,Furniture,Chairs,1356.61,4,0.4,-1248.08
CA-2626,2023-10-26,2023-10-31,Standard Class,CUS-708,Corporate,Texas,Central,Office Supplies,Binders,216.97,4,0.4,-169.24
CA-2627,2020-09-21,2020-09-24,Second Class,CUS-287,Corporate,Ohio,South,Furniture,Furnishings,142.27,1,0.4,-130.88
CA-2628,2023-01-15,2023-01-22,Standard Class,CUS-220,Home Office,Florida,East,Furniture,Bookcases,2262.66,9,0.1,-196.1
CA-2629,2020-10-19,2020-10-24,Standard Class,CUS-185,Home Office,New York,West,Technology,Accessories,4195.44,8,0.0,755.18
CA-2630,2020-10-26,2020-11-01,Standard Class,CUS-982,Corporate,Michigan,East,Office Supplies,Storage,199.47,2,0.0,43.88
CA-2631,2023-09-25,2023-10-01,Standard Class,CUS-411,Consumer,Illinois,Central,Technology,Copiers,1910.5,5,0.0,343.89
CA-2632,2022-02-05,2022-02-07,First Class,CUS-577,Consumer,California,Central,Furniture,Tables,588.86,2,0.3,-331.44
CA-2633,2020-02-21,2020-02-28,Standard Class,CUS-467,Home Office,Illinois,East,Furniture,Bookcases,885.82,3,0.0,70.87
CA-2634,2023-02-18,2023-02-25,Standard Class,CUS-931,Consumer,Florida,East,Furniture,Chairs,1357.16,3,0.0,108.57
CA-2635,2023-10-03,2023-10-10,Standard Class,CUS-308,Corporate,Florida,Central,Office Supplies,Binders,41.62,1,0.1,2.22
CA-2636,2021-08-05,2021-08-09,Second Class,CUS-118,Consumer,New York,West,Technology,Laptops,628.43,3,0.2,-122.54
CA-2637,2021-05-25,2021-05-31,Standard Class,CUS-495,Corporate,Texas,West,Office Supplies,Binders,474.02,7,0.2,-73.47
CA-2638,2020-08-07,2020-08-14,Standard Class,CUS-259,Consumer,Washington,West,Technology,Copiers,5833.03,9,0.1,77.77
CA-2639,2021-01-30,2021-02-05,Standard Class,CUS-629,Consumer,Illinois,South,Technology,Copiers,696.83,1,0.0,125.43
CA-2640,2023-12-11,2023-12-17,Standard Class,CUS-257,Consumer,California,East,Furniture,Furnishings,2470.0,7,0.3,-1390.26
CA-2641,2023-03-12,2023-03-17,Standard Class,CUS-408,Corporate,Michigan,Central,Furniture,Tables,914.25,2,0.0,73.14
CA-2642,2021-06-03,2021-06-10,Standard Class,CUS-689,Consumer,Illinois,West,Office Supplies,Storage,337.3,6,0.4,-263.1
CA-2643,2020-11-17,2020-11-23,Standard Class,CUS-560,Corporate,Ohio,East,Furniture,Chairs,1610.4,6,0.4,-1481.57
CA-2644,2020-04-21,2020-04-26,Second Class,CUS-243,Consumer,Illinois,East,Office Supplies,Paper,260.02,4,0.0,57.2
CA-2645,2023-06-26,2023-07-03,Standard Class,CUS-120,Consumer,Florida,West,Technology,Copiers,2477.93,7,0.1,33.04
CA-2646,2023-11-04,2023-11-08,First Class,CUS-438,Home Office,Texas,East,Furniture,Chairs,2751.19,6,0.0,220.1
CA-2647,2022-05-01,2022-05-06,Standard Class,CUS-842,Consumer,Texas,West,Technology,Phones,2038.62,5,0.3,-943.59
CA-2648,2023-04-28,2023-05-05,Standard Class,CUS-185,Corporate,New York,Central,Furniture,Chairs,1767.06,5,0.0,141.36
CA-2649,2020-03-12,2020-03-17,Standard Class,CUS-572,Home Office,Michigan,East,Furniture,Bookcases,3384.18,9,0.3,-1904.81
CA-2650,2020-07-22,2020-07-28,Standard Class,CUS-665,Consumer,Ohio,South,Office Supplies,Storage,381.3,5,0.0,83.89
CA-2651,2023-01-06,2023-01-11,Second Class,CUS-958,Corporate,Florida,Central,Furniture,Bookcases,941.61,4,0.0,75.33
CA-2652,2023-03-12,2023-03-15,Second Class,CUS-123,Consumer,Texas,West,Furniture,Chairs,1863.05,3,0.0,149.04
CA-2653,2021-10-19,2021-10-22,First Class,CUS-873,Home Office,Ohio,West,Furniture,Bookcases,4429.01,8,0.0,354.32
CA-2654,2021-12-31,2022-01-04,Second Class,CUS-714,Corporate,Illinois,South,Furniture,Chairs,1422.94,5,0.4,-1309.1
CA-2655,2020-09-29,2020-10-02,First Class,CUS-416,Home Office,Texas,Central,Office Supplies,Binders,205.07,3,0.0,45.12
CA-2656,2021-07-20,2021-07-27,Standard Class,CUS-351,Consumer,California,West,Technology,Accessories,2652.92,7,0.1,35.37
CA-2657,2021-03-17,2021-03-22,Standard Class,CUS-457,Corporate,Illinois,South,Technology,Laptops,2044.43,3,0.0,368.0
CA-2658,2021-04-25,2021-05-02,Standard Class,CUS-295,Consumer,Illinois,West,Technology,Copiers,555.05,1,0.0,99.91
CA-2659,2020-01-16,2020-01-18,First Class,CUS-520,Corporate,Ohio,Central,Furniture,Chairs,1528.59,7,0.0,122.29
CA-2660,2022-07-02,2022-07-09,Standard Class,CUS-587,Corporate,New York,East,Office Supplies,Binders,347.64,4,0.0,76.48
CA-2661,2022-11-21,2022-11-26,Standard Class,CUS-675,Corporate,Ohio,South,Furniture,Bookcases,2033.83,5,0.1,-176.27
CA-2662,2021-03-25,2021-04-01,Standard Class,CUS-519,Home Office,Texas,South,Office Supplies,Pens,381.79,7,0.4,-297.79
CA-2663,2021-08-27,2021-08-30,Second Class,CUS-557,Corporate,Texas,East,Furniture,Bookcases,408.93,2,0.3,-230.17
CA-2664,2023-05-31,2023-06-05,Standard Class,CUS-791,Consumer,Texas,West,Technology,Laptops,1859.71,4,0.0,334.75
CA-2665,2021-01-26,2021-01-31,Second Class,CUS-205,Home Office,Illinois,South,Furniture,Bookcases,1729.15,7,0.4,-1590.81
CA-2666,2023-11-25,2023-12-01,Standard Class,CUS-403,Home Office,Texas,South,Office Supplies,Appliances,80.32,2,0.5,-102.82
CA-2667,2022-02-03,2022-02-09,Standard Class,CUS-598,Corporate,New York,West,Office Supplies,Binders,239.78,5,0.4,-187.03
CA-2668,2020-05-15,2020-05-21,Standard Class,CUS-176,Consumer,Michigan,East,Furniture,Bookcases,1537.74,5,0.1,-133.27
CA-2669,2023-04-04,2023-04-11,Standard Class,CUS-988,Home Office,Florida,East,Furniture,Chairs,764.88,3,0.1,-66.29
CA-2670,2022-06-19,2022-06-26,Standard Class,CUS-826,Home Office,Michigan,Central,Office Supplies,Storage,264.41,7,0.0,58.17
CA-2671,2020-09-11,2020-09-16,Standard Class,CUS-245,Consumer,Michigan,West,Technology,Copiers,3125.2,9,0.0,562.54
CA-2672,2023-03-27,2023-04-01,Standard Class,CUS-647,Home Office,Washington,South,Technology,Accessories,2771.4,6,0.3,-1282.76
CA-2673,2022-05-02,2022-05-09,Standard Class,CUS-294,Corporate,Michigan,Central,Furniture,Furnishings,1037.45,4,0.3,-583.94
CA-2674,2022-04-11,2022-04-17,Standard Class,CUS-130,Home Office,Texas,West,Furniture,Furnishings,202.24,1,0.1,-17.53
CA-2675,2023-09-01,2023-09-05,Second Class,CUS-825,Consumer,California,East,Technology,Laptops,6562.7,9,0.0,1181.29
CA-2676,2023-05-20,2023-05-26,Standard Class,CUS-582,Home Office,Illinois,South,Technology,Copiers,4459.48,7,0.1,59.46
CA-2677,2021-06-10,2021-06-11,Same Day,CUS-778,Home Office,Florida,East,Furniture,Chairs,1163.71,3,0.1,-100.85
CA-2678,2021-12-27,2021-12-27,Same Day,CUS-836,Corporate,Texas,West,Technology,Copiers,924.93,4,0.1,12.33
CA-2679,2021-07-12,2021-07-15,Second Class,CUS-673,Corporate,Texas,East,Furniture,Tables,864.1,2,0.2,-254.91
CA-2680,2023-10-13,2023-10-19,Standard Class,CUS-631,Home Office,California,East,Office Supplies,Appliances,345.28,6,0.3,-146.0
CA-2681,2020-08-15,2020-08-22,Standard Class,CUS-556,Corporate,Illinois,South,Furniture,Bookcases,2787.89,6,0.0,223.03
CA-2682,2022-04-09,2022-04-16,Standard Class,CUS-348,Home Office,Texas,East,Office Supplies,Paper,54.78,1,0.2,-8.49
CA-2683,2022-03-07,2022-03-13,Standard Class,CUS-424,Corporate,California,West,Office Supplies,Binders,268.74,3,0.0,59.12
CA-2684,2023-11-28,2023-12-03,Standard Class,CUS-339,Consumer,Washington,South,Furniture,Bookcases,3337.34,9,0.4,-3070.35
CA-2685,2021-08-23,2021-08-28,Standard Class,CUS-433,Consumer,Texas,East,Office Supplies,Paper,41.32,1,0.2,-6.4
CA-2686,2020-08-28,2020-09-01,Second Class,CUS-831,Home Office,New York,Central,Office Supplies,Binders,27.89,1,0.4,-21.76
CA-2687,2023-09-28,2023-10-03,Standard Class,CUS-105,Consumer,Michigan,Central,Furniture,Chairs,943.05,2,0.0,75.44
CA-2688,2021-04-15,2021-04-22,Standard Class,CUS-589,Home Office,Illinois,West,Furniture,Tables,3500.07,7,0.0,280.01
CA-2689,2021-10-25,2021-10-29,Second Class,CUS-425,Home Office,California,South,Office Supplies,Paper,465.22,6,0.0,102.35
CA-2690,2023-07-01,2023-07-06,Standard Class,CUS-555,Home Office,Ohio,South,Furniture,Furnishings,1546.5,7,0.0,123.72
CA-2691,2022-01-13,2022-01-19,Standard Class,CUS-946,Home Office,Ohio,East,Office Supplies,Binders,177.94,3,0.0,39.15
CA-2692,2022-07-17,2022-07-22,Standard Class,CUS-866,Corporate,New York,West,Office Supplies,Binders,112.34,3,0.2,-17.41
CA-2693,2020-02-02,2020-02-04,First Class,CUS-795,Home Office,Florida,East,Office Supplies,Pens,229.42,6,0.4,-178.95
CA-2694,2023-04-21,2023-04-25,First Class,CUS-388,Corporate,Florida,East,Technology,Copiers,3672.26,9,0.2,-716.09
CA-2695,2020-01-27,2020-01-30,First Class,CUS-586,Home Office,California,East,Furniture,Tables,3944.31,7,0.0,315.54
CA-2696,2022-10-26,2022-10-31,Standard Class,CUS-653,Home Office,Illinois,West,Technology,Laptops,4992.03,8,0.0,898.57
CA-2697,2023-01-04,2023-01-08,Second Class,CUS-915,Home Office,Ohio,East,Furniture,Tables,3763.58,7,0.1,-326.18
CA-2698,2020-05-23,2020-05-30,Standard Class,CUS-895,Corporate,California,South,Furniture,Chairs,1946.3,5,0.0,155.7
CA-2699,2023-10-29,2023-11-05,Standard Class,CUS-448,Corporate,Washington,East,Office Supplies,Binders,392.08,6,0.1,20.91
CA-2700,2022-02-12,2022-02-19,Standard Class,CUS-885,Home Office,New York,East,Office Supplies,Storage,714.45,8,0.1,38.1
CA-2701,2022-11-12,2022-11-14,First Class,CUS-914,Corporate,Washington,South,Office Supplies,Binders,700.71,8,0.0,154.16
CA-2702,2023-11-02,2023-11-06,Second Class,CUS-655,Home Office,California,South,Office Supplies,Paper,540.41,7,0.1,28.82
CA-2703,2023-06-26,2023-06-30,First Class,CUS-668,Corporate,Ohio,West,Technology,Laptops,4403.59,9,0.0,792.65
CA-2704,2021-04-01,2021-04-03,First Class,CUS-578,Home Office,Illinois,East,Technology,Copiers,664.1,2,0.2,-129.5
CA-2705,2020-02-26,2020-03-03,Standard Class,CUS-502,Home Office,Michigan,East,Furniture,Furnishings,1143.22,5,0.4,-1051.76
CA-2706,2020-04-27,2020-04-29,First Class,CUS-154,Consumer,New York,East,Furniture,Tables,306.14,1,0.3,-172.32
CA-2707,2022-06-11,2022-06-15,Second Class,CUS-206,Home Office,Washington,Central,Office Supplies,Binders,289.09,8,0.3,-122.24
CA-2708,2020-04-23,2020-04-30,Standard Class,CUS-498,Home Office,Ohio,Central,Technology,Copiers,1928.78,3,0.0,347.18
CA-2709,2022-03-14,2022-03-16,First Class,CUS-675,Home Office,Illinois,East,Furniture,Tables,3545.53,9,0.0,283.64
CA-2710,2022-11-11,2022-11-18,Standard Class,CUS-549,Consumer,Washington,East,Office Supplies,Paper,463.31,7,0.2,-71.81
CA-2711,2021-07-08,2021-07-13,Standard Class,CUS-116,Home Office,Texas,East,Technology,Laptops,320.56,1,0.3,-148.37
CA-2712,2020-08-07,2020-08-13,Standard Class,CUS-493,Consumer,New York,West,Office Supplies,Storage,134.05,5,0.4,-104.56
CA-2713,2022-11-02,2022-11-06,Second Class,CUS-443,Home Office,Ohio,South,Furniture,Chairs,1858.43,7,0.4,-1709.76
CA-2714,2022-01-10,2022-01-16,Standard Class,CUS-188,Consumer,Washington,South,Furniture,Furnishings,1200.92,2,0.0,96.07
CA-2715,2023-11-10,2023-11-17,Standard Class,CUS-860,Consumer,Washington,West,Office Supplies,Storage,26.3,1,0.2,-4.08
CA-2716,2023-06-27,2023-07-03,Standard Class,CUS-237,Home Office,Washington,East,Technology,Phones,4823.39,9,0.2,-940.56
CA-2717,2023-12-17,2023-12-22,Standard Class,CUS-538,Corporate,Illinois,West,Technology,Copiers,943.67,2,0.2,-184.02
CA-2718,2021-03-30,2021-03-31,Same Day,CUS-301,Consumer,New York,East,Office Supplies,Paper,61.73,1,0.1,3.29
CA-2719,2021-12-15,2021-12-18,First Class,CUS-976,Corporate,Florida,Central,Furniture,Tables,1190.62,3,0.0,95.25
CA-2720,2023-07-17,2023-07-24,Standard Class,CUS-831,Consumer,California,Central,Furniture,Tables,2954.34,6,0.2,-871.53
CA-2721,2021-02-28,2021-03-03,First Class,CUS-544,Home Office,Michigan,East,Technology,Copiers,2991.62,7,0.1,39.89
CA-2722,2020-05-12,2020-05-14,First Class,CUS-363,Consumer,Texas,South,Furniture,Bookcases,1304.5,5,0.0,104.36
CA-2723,2022-05-11,2022-05-16,Standard Class,CUS-292,Corporate,Florida,East,Office Supplies,Pens,691.99,7,0.0,152.24
CA-2724,2023-05-17,2023-05-23,Standard Class,CUS-298,Corporate,Washington,Central,Technology,Copiers,2014.73,4,0.0,362.65
CA-2725,2022-03-17,2022-03-24,Standard Class,CUS-252,Home Office,Ohio,Central,Technology,Accessories,508.76,1,0.0,91.58
CA-2726,2021-06-08,2021-06-15,Standard Class,CUS-166,Home Office,Texas,West,Technology,Laptops,4010.9,6,0.1,53.48
CA-2727,2021-06-06,2021-06-13,Standard Class,CUS-915,Home Office,California,Central,Technology,Phones,905.54,3,0.2,-176.58
CA-2728,2023-07-02,2023-07-08,Standard Class,CUS-245,Home Office,Florida,East,Office Supplies,Pens,108.3,3,0.1,5.78
CA-2729,2023-07-31,2023-08-06,Standard Class,CUS-231,Home Office,Texas,East,Furniture,Chairs,1119.33,8,0.4,-1029.78
CA-2730,2021-01-05,2021-01-08,Second Class,CUS-482,Consumer,Washington,Central,Technology,Copiers,943.55,2,0.2,-183.99
CA-2731,2022-07-20,2022-07-26,Standard Class,CUS-493,Consumer,Washington,South,Technology,Accessories,533.03,1,0.0,95.95
CA-2732,2022-07-29,2022-08-03,Second Class,CUS-161,Consumer,Florida,East,Office Supplies,Pens,145.54,6,0.3,-61.54
CA-2733,2021-08-13,2021-08-16,Second Class,CUS-668,Home Office,Ohio,Central,Technology,Laptops,3000.51,5,0.1,40.01
CA-2734,2022-02-17,2022-02-19,Same Day,CUS-737,Home Office,California,West,Furniture,Bookcases,1485.49,3,0.2,-438.22
CA-2735,2022-10-31,2022-11-03,First Class,CUS-232,Corporate,California,West,Technology,Laptops,1237.9,4,0.0,222.82
CA-2736,2023-05-09,2023-05-14,Second Class,CUS-733,Home Office,New York,East,Furniture,Furnishings,303.07,1,0.4,-278.82
CA-2737,2020-11-30,2020-11-30,Same Day,CUS-426,Corporate,New York,East,Technology,Accessories,737.89,2,0.0,132.82
CA-2738,2023-01-24,2023-01-26,First Class,CUS-614,Consumer,New York,South,Office Supplies,Paper,287.2,9,0.3,-121.45
CA-2739,2020-09-18,2020-09-24,Standard Class,CUS-590,Corporate,Florida,South,Furniture,Tables,1639.76,4,0.0,131.18
CA-2740,2023-02-08,2023-02-13,Standard Class,CUS-516,Home Office,Ohio,South,Furniture,Tables,1985.77,8,0.0,158.86
CA-2741,2021-08-21,2021-08-26,Standard Class,CUS-847,Consumer,Texas,East,Office Supplies,Paper,573.45,9,0.3,-242.49
CA-2742,2022-04-12,2022-04-17,Standard Class,CUS-779,Consumer,Florida,Central,Technology,Laptops,2450.76,4,0.0,441.14
CA-2743,2022-10-09,2022-10-11,First Class,CUS-546,Home Office,Florida,South,Office Supplies,Pens,403.27,7,0.4,-314.55
CA-2744,2020-03-18,2020-03-23,Standard Class,CUS-485,Consumer,Ohio,South,Furniture,Chairs,237.3,1,0.1,-20.57
CA-2745,2023-01-11,2023-01-16,Standard Class,CUS-557,Home Office,Texas,Central,Furniture,Chairs,818.69,5,0.5,-1162.54
CA-2746,2023-07-09,2023-07-16,Standard Class,CUS-625,Consumer,Ohio,East,Furniture,Furnishings,711.92,2,0.4,-654.96
CA-2747,2020-05-15,2020-05-17,First Class,CUS-912,Home Office,Washington,East,Office Supplies,Storage,387.18,8,0.2,-60.01
CA-2748,2022-05-10,2022-05-16,Standard Class,CUS-318,Consumer,California,South,Technology,Phones,2490.17,4,0.0,448.23
CA-2749,2023-02-22,2023-02-27,Standard Class,CUS-699,Consumer,Ohio,West,Technology,Phones,4865.45,8,0.1,64.87
CA-2750,2023-06-30,2023-07-05,Standard Class,CUS-660,Consumer,New York,East,Furniture,Bookcases,625.19,2,0.0,50.02
CA-2751,2023-05-31,2023-06-01,Same Day,CUS-767,Consumer,Michigan,West,Furniture,Bookcases,850.02,4,0.0,68.0
CA-2752,2021-11-21,2021-11-27,Standard Class,CUS-674,Home Office,Washington,South,Furniture,Chairs,463.32,1,0.0,37.07
CA-2753,2022-11-01,2022-11-04,First Class,CUS-957,Consumer,Michigan,Central,Technology,Phones,3849.73,9,0.0,692.95
CA-2754,2020-01-28,2020-01-30,Same Day,CUS-115,Consumer,Florida,West,Technology,Phones,1691.7,4,0.2,-329.88
CA-2755,2020-07-23,2020-07-29,Standard Class,CUS-344,Corporate,Ohio,East,Furniture,Bookcases,1444.54,6,0.2,-426.14
CA-2756,2020-03-08,2020-03-14,Standard Class,CUS-319,Home Office,California,West,Office Supplies,Storage,182.91,3,0.3,-77.34
CA-2757,2023-11-04,2023-11-10,Standard Class,CUS-958,Home Office,New York,West,Technology,Laptops,1630.82,5,0.3,-754.84
CA-2758,2023-04-03,2023-04-06,First Class,CUS-617,Corporate,Florida,East,Furniture,Tables,4135.59,7,0.0,330.85
CA-2759,2021-08-20,2021-08-24,First Class,CUS-106,Consumer,California,East,Furniture,Chairs,464.99,1,0.1,-40.3
CA-2760,2021-03-01,2021-03-07,Standard Class,CUS-835,Corporate,California,West,Technology,Laptops,3294.27,5,0.1,43.92
CA-2761,2021-06-26,2021-06-30,Second Class,CUS-817,Consumer,Texas,South,Furniture,Chairs,807.48,4,0.0,64.6
CA-2762,2022-12-05,2022-12-10,Standard Class,CUS-797,Home Office,Michigan,West,Furniture,Bookcases,1216.49,6,0.4,-1119.17
CA-2763,2023-06-07,2023-06-14,Standard Class,CUS-677,Consumer,Florida,East,Technology,Laptops,2897.68,9,0.5,-3824.95
CA-2764,2021-10-04,2021-10-06,First Class,CUS-507,Corporate,New York,Central,Office Supplies,Paper,127.66,2,0.2,-19.79
CA-2765,2021-08-04,2021-08-10,Standard Class,CUS-319,Home Office,Washington,Central,Furniture,Bookcases,274.77,1,0.5,-390.17
CA-2766,2021-06-06,2021-06-13,Standard Class,CUS-903,Consumer,Ohio,West,Technology,Accessories,1694.32,5,0.2,-330.39
CA-2767,2021-01-15,2021-01-18,Second Class,CUS-958,Consumer,California,East,Office Supplies,Paper,499.46,8,0.3,-211.2
CA-2768,2023-10-09,2023-10-15,Standard Class,CUS-898,Consumer,Illinois,Central,Furniture,Furnishings,356.3,2,0.2,-105.11
CA-2769,2023-08-31,2023-09-06,Standard Class,CUS-974,Home Office,New York,South,Technology,Laptops,1379.73,2,0.0,248.35
CA-2770,2023-08-01,2023-08-07,Standard Class,CUS-832,Corporate,Florida,West,Office Supplies,Storage,99.18,1,0.0,21.82
CA-2771,2020-06-03,2020-06-07,First Class,CUS-464,Corporate,Ohio,Central,Office Supplies,Paper,550.67,8,0.0,121.15
CA-2772,2022-10-09,2022-10-13,First Class,CUS-129,Home Office,Washington,Central,Technology,Laptops,4245.55,8,0.0,764.2
CA-2773,2022-01-21,2022-01-24,Second Class,CUS-311,Home Office,Texas,East,Furniture,Furnishings,1752.83,4,0.0,140.23
CA-2774,2022-02-06,2022-02-13,Standard Class,CUS-843,Consumer,California,West,Office Supplies,Storage,703.89,9,0.0,154.86
CA-2775,2020-12-31,2021-01-07,Standard Class,CUS-450,Corporate,New York,West,Office Supplies,Binders,400.08,7,0.4,-312.06
CA-2776,2021-07-23,2021-07-30,Standard Class,CUS-491,Consumer,Florida,Central,Office Supplies,Paper,54.1,2,0.4,-42.2
CA-2777,2023-04-20,2023-04-24,Second Class,CUS-648,Corporate,Illinois,Central,Technology,Laptops,4396.98,6,0.0,791.46
CA-2778,2023-05-25,2023-05-31,Standard Class,CUS-167,Home Office,Florida,South,Technology,Copiers,1934.78,6,0.3,-895.53
CA-2779,2023-06-23,2023-06-29,Standard Class,CUS-829,Home Office,Texas,Central,Furniture,Furnishings,4235.2,9,0.0,338.82
CA-2780,2021-09-15,2021-09-21,Standard Class,CUS-116,Consumer,Ohio,West,Furniture,Chairs,3220.5,9,0.2,-950.05
CA-2781,2023-07-11,2023-07-17,Standard Class,CUS-402,Corporate,Ohio,South,Technology,Laptops,5308.92,9,0.0,955.61
CA-2782,2021-04-25,2021-04-30,Standard Class,CUS-100,Consumer,Florida,South,Office Supplies,Paper,421.27,9,0.4,-328.59
CA-2783,2021-09-19,2021-09-24,Standard Class,CUS-914,Home Office,Illinois,East,Technology,Phones,2639.17,7,0.0,475.05
CA-2784,2022-03-16,2022-03-23,Standard Class,CUS-707,Home Office,Ohio,East,Technology,Phones,4394.48,9,0.1,58.59
CA-2785,2021-09-23,2021-09-29,Standard Class,CUS-980,Home Office,Washington,South,Technology,Laptops,3108.43,6,0.3,-1438.76
CA-2786,2020-01-03,2020-01-09,Standard Class,CUS-703,Corporate,Ohio,Central,Technology,Copiers,654.45,2,0.1,8.73
CA-2787,2022-07-10,2022-07-16,Standard Class,CUS-232,Consumer,Washington,Central,Technology,Accessories,2331.86,6,0.0,419.73
CA-2788,2023-12-30,2024-01-06,Standard Class,CUS-372,Consumer,Florida,South,Office Supplies,Paper,310.02,5,0.1,16.53
CA-2789,2023-11-25,2023-12-01,Standard Class,CUS-956,Corporate,Ohio,South,Office Supplies,Appliances,192.94,5,0.0,42.45
CA-2790,2020-01-17,2020-01-22,Second Class,CUS-925,Consumer,California,South,Technology,Copiers,2693.32,7,0.4,-2208.52
CA-2791,2021-06-08,2021-06-15,Standard Class,CUS-329,Consumer,Ohio,South,Office Supplies,Appliances,98.35,2,0.4,-76.71
CA-2792,2022-10-11,2022-10-16,Standard Class,CUS-969,Consumer,Illinois,Central,Office Supplies,Paper,599.81,8,0.2,-92.97
CA-2793,2022-04-05,2022-04-07,Same Day,CUS-963,Consumer,Texas,East,Technology,Phones,2403.38,4,0.0,432.61
CA-2794,2023-10-25,2023-10-30,Standard Class,CUS-887,Consumer,California,Central,Office Supplies,Appliances,620.6,9,0.1,33.1
CA-2795,2023-05-23,2023-05-30,Standard Class,CUS-767,Consumer,Ohio,Central,Technology,Phones,2696.24,7,0.1,35.95
CA-2796,2022-06-01,2022-06-05,Second Class,CUS-388,Corporate,Illinois,West,Office Supplies,Pens,156.57,5,0.1,8.35
CA-2797,2020-05-28,2020-06-03,Standard Class,CUS-876,Corporate,Ohio,West,Technology,Copiers,1965.08,7,0.4,-1611.36
CA-2798,2022-12-25,2022-12-27,First Class,CUS-739,Consumer,Florida,East,Technology,Phones,4919.34,9,0.0,885.48
CA-2799,2021-01-04,2021-01-07,Second Class,CUS-663,Consumer,Illinois,South,Furniture,Tables,667.54,4,0.5,-947.91
CA-2800,2021-10-31,2021-11-06,Standard Class,CUS-426,Consumer,Ohio,South,Technology,Laptops,1968.55,3,0.1,26.25
